Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 26
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-20;22:30;2019-10-20T22:30:00+02:00;3739;1072;;38;0;1085;0;79;1451;28.67;32.7;;;1.02;79.17;0.0;0.0;29.02;33.2;2.11;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-20;23:00;2019-10-20T23:00:00+02:00;4044;1234;;33;0;1097;0;82;1585;30.51;37.64;;;0.82;68.75;0.0;0.0;27.13;33.57;2.03;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-20;23:45;2019-10-20T23:45:00+02:00;4063;1231;;25;0;1106;0;83;1604;30.3;37.55;;;0.62;52.08;0.0;0.0;27.22;33.84;2.04;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;07:15;2019-10-21T07:15:00+02:00;3747;1241;;9;0;952;0;82;1452;33.12;37.86;;;0.24;18.75;0.0;0.0;25.41;29.13;2.19;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;08:00;2019-10-21T08:00:00+02:00;3925;1335;;7;12;918;0;82;1571;34.01;40.73;;;0.18;14.58;0.31;0.93;23.39;28.09;2.09;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;08:45;2019-10-21T08:45:00+02:00;4143;1321;;10;24;847;0;84;1856;31.89;40.3;;;0.24;20.83;0.58;1.86;20.44;25.92;2.03;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;10:30;2019-10-21T10:30:00+02:00;4421;1305;;15;69;1033;0;79;1920;29.52;39.81;;;0.34;31.25;1.56;5.35;23.37;31.61;1.79;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;10:45;2019-10-21T10:45:00+02:00;4427;1304;;18;71;1027;0;81;1926;29.46;39.78;;;0.41;37.5;1.6;5.5;23.2;31.43;1.83;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;11:00;2019-10-21T11:00:00+02:00;4484;1304;;18;88;1038;0;85;1951;29.08;39.78;;;0.4;37.5;1.96;6.82;23.15;31.76;1.9;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;11:45;2019-10-21T11:45:00+02:00;4474;1301;;13;110;1039;0;82;1929;29.08;39.69;;;0.29;27.08;2.46;8.53;23.22;31.79;1.83;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;12:30;2019-10-21T12:30:00+02:00;4580;1357;;14;111;997;0;79;2021;29.63;41.4;;;0.31;29.17;2.42;8.6;21.77;30.51;1.72;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;13:00;2019-10-21T13:00:00+02:00;4562;1399;;13;107;1003;0;79;1962;30.67;42.68;;;0.28;27.08;2.35;8.29;21.99;30.69;1.73;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;13:15;2019-10-21T13:15:00+02:00;4675;1418;;13;121;953;0;86;2084;30.33;43.26;;;0.28;27.08;2.59;9.38;20.39;29.16;1.84;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;15:45;2019-10-21T15:45:00+02:00;4302;1335;;13;87;1026;0;85;1755;31.03;40.73;;;0.3;27.08;2.02;6.74;23.85;31.4;1.98;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;18:15;2019-10-21T18:15:00+02:00;4213;1231;;6;27;1202;0;83;1663;29.22;37.55;;;0.14;12.5;0.64;2.09;28.53;36.78;1.97;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;20:00;2019-10-21T20:00:00+02:00;4505;1431;;2;12;1142;0;80;1838;31.76;43.65;;;0.04;4.17;0.27;0.93;25.35;34.94;1.78;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;23:00;2019-10-21T23:00:00+02:00;4111;1199;;1;0;1115;0;85;1700;29.17;36.58;;;0.02;2.08;0.0;0.0;27.12;34.12;2.07;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-21;23:15;2019-10-21T23:15:00+02:00;4541;966;;1;0;1122;0;84;2357;21.27;29.47;;;0.02;2.08;0.0;0.0;24.71;34.33;1.85;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;00:15;2019-10-22T00:15:00+02:00;3971;998;;1;0;1110;0;82;1769;25.13;30.45;;;0.03;2.08;0.0;0.0;27.95;33.97;2.06;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;01:15;2019-10-22T01:15:00+02:00;3705;787;;2;0;1072;0;83;1751;21.24;24.01;;;0.05;4.17;0.0;0.0;28.93;32.8;2.24;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;02:30;2019-10-22T02:30:00+02:00;3613;986;;2;0;1068;0;83;1462;27.29;30.08;;;0.06;4.17;0.0;0.0;29.56;32.68;2.3;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;05:15;2019-10-22T05:15:00+02:00;3288;1292;;3;0;1040;0;83;858;39.29;39.41;;;0.09;6.25;0.0;0.0;31.63;31.82;2.52;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;05:45;2019-10-22T05:45:00+02:00;3406;1293;;4;0;1036;0;82;981;37.96;39.44;;;0.12;8.33;0.0;0.0;30.42;31.7;2.41;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;06:30;2019-10-22T06:30:00+02:00;3583;1273;;7;0;1039;0;80;1174;35.53;38.83;;;0.2;14.58;0.0;0.0;29.0;31.79;2.23;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;06:45;2019-10-22T06:45:00+02:00;3734;1285;;7;0;1045;0;77;1308;34.41;39.2;;;0.19;14.58;0.0;0.0;27.99;31.98;2.06;26.28;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;07:30;2019-10-22T07:30:00+02:00;3865;1246;;5;11;1107;0;81;1413;32.24;38.01;;;0.13;10.42;0.28;0.85;28.64;33.87;2.1;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;10:30;2019-10-22T10:30:00+02:00;4380;1357;;12;203;1075;0;85;1649;30.98;41.4;;;0.27;25.0;4.63;15.74;24.54;32.89;1.94;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;14:30;2019-10-22T14:30:00+02:00;4383;1292;;6;271;1019;0;79;1715;29.48;39.41;;;0.14;12.5;6.18;21.01;23.25;31.18;1.8;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;16:00;2019-10-22T16:00:00+02:00;4133;1229;;7;323;1035;0;78;1460;29.74;37.49;;;0.17;14.58;7.82;25.04;25.04;31.67;1.89;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;17:30;2019-10-22T17:30:00+02:00;3957;1380;;9;95;1143;0;76;1254;34.87;42.1;;;0.23;18.75;2.4;7.36;28.89;34.98;1.92;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;19:30;2019-10-22T19:30:00+02:00;4601;1393;;3;18;1159;0;79;1950;30.28;42.5;;;0.07;6.25;0.39;1.4;25.19;35.47;1.72;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;21:00;2019-10-22T21:00:00+02:00;4062;1215;;9;0;1089;0;77;1660;29.91;37.07;;;0.22;18.75;0.0;0.0;26.81;33.32;1.9;26.28;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-22;21:45;2019-10-22T21:45:00+02:00;3785;929;;15;0;1069;0;77;1683;24.54;28.34;;;0.4;31.25;0.0;0.0;28.24;32.71;2.03;26.28;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;02:00;2019-10-23T02:00:00+02:00;3494;1153;;7;0;1065;0;83;1174;33.0;35.17;;;0.2;14.58;0.0;0.0;30.48;32.59;2.38;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;02:15;2019-10-23T02:15:00+02:00;3668;1093;;8;0;945;0;75;1535;29.8;33.34;;;0.22;16.67;0.0;0.0;25.76;28.92;2.04;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;05:45;2019-10-23T05:45:00+02:00;3228;1094;;17;0;900;0;81;1124;33.89;33.37;;;0.53;35.42;0.0;0.0;27.88;27.54;2.51;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;07:15;2019-10-23T07:15:00+02:00;3648;1297;;22;0;1029;0;85;1202;35.55;39.57;;;0.6;45.83;0.0;0.0;28.21;31.49;2.33;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;11:30;2019-10-23T11:30:00+02:00;4420;1331;;42;213;976;0;78;1782;30.11;40.6;;;0.95;87.5;4.82;16.51;22.08;29.87;1.76;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;12:45;2019-10-23T12:45:00+02:00;4404;1320;;44;183;898;0;84;1874;29.97;40.27;;;1.0;91.67;4.16;14.19;20.39;27.48;1.91;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;13:45;2019-10-23T13:45:00+02:00;4507;1281;;43;116;901;0;83;2083;28.42;39.08;;;0.95;89.58;2.57;8.99;19.99;27.57;1.84;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;14:00;2019-10-23T14:00:00+02:00;4484;1278;;43;117;893;0;78;2075;28.5;38.99;;;0.96;89.58;2.61;9.07;19.92;27.33;1.74;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;14:30;2019-10-23T14:30:00+02:00;4422;1315;;39;141;849;0;91;1988;29.74;40.12;;;0.88;81.25;3.19;10.93;19.2;25.98;2.06;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;18:00;2019-10-23T18:00:00+02:00;4202;1341;;35;29;864;0;78;1856;31.91;40.91;;;0.83;72.92;0.69;2.25;20.56;26.44;1.86;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;20:15;2019-10-23T20:15:00+02:00;4331;1344;;20;0;1056;0;81;1820;31.03;41.0;;;0.46;41.67;0.0;0.0;24.38;32.31;1.87;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;21:15;2019-10-23T21:15:00+02:00;3947;1056;;14;0;968;0;81;1818;26.75;32.21;;;0.35;29.17;0.0;0.0;24.52;29.62;2.05;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-23;22:00;2019-10-23T22:00:00+02:00;3807;1013;;10;0;1027;0;82;1664;26.61;30.9;;;0.26;20.83;0.0;0.0;26.98;31.43;2.15;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;01:30;2019-10-24T01:30:00+02:00;3558;1042;;5;0;922;0;88;1489;29.29;31.79;;;0.14;10.42;0.0;0.0;25.91;28.21;2.47;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;03:00;2019-10-24T03:00:00+02:00;3346;699;;4;0;929;0;86;1617;20.89;21.32;;;0.12;8.33;0.0;0.0;27.76;28.43;2.57;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;04:15;2019-10-24T04:15:00+02:00;3182;1046;;6;0;1066;0;90;964;32.87;31.91;;;0.19;12.5;0.0;0.0;33.5;32.62;2.83;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;04:45;2019-10-24T04:45:00+02:00;3154;1048;;6;0;1085;0;97;907;33.23;31.97;;;0.19;12.5;0.0;0.0;34.4;33.2;3.08;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;05:15;2019-10-24T05:15:00+02:00;3226;1052;;5;0;1105;0;95;959;32.61;32.09;;;0.15;10.42;0.0;0.0;34.25;33.81;2.94;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;05:30;2019-10-24T05:30:00+02:00;3274;1076;;2;0;1100;0;90;994;32.86;32.82;;;0.06;4.17;0.0;0.0;33.6;33.66;2.75;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;06:45;2019-10-24T06:45:00+02:00;3612;1160;;4;0;1042;0;90;1305;32.12;35.39;;;0.11;8.33;0.0;0.0;28.85;31.88;2.49;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;08:45;2019-10-24T08:45:00+02:00;4052;1271;;1;31;911;0;89;1749;31.37;38.77;;;0.02;2.08;0.77;2.4;22.48;27.88;2.2;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;09:15;2019-10-24T09:15:00+02:00;4206;1288;;1;75;783;0;94;1965;30.62;39.29;;;0.02;2.08;1.78;5.81;18.62;23.96;2.23;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;09:30;2019-10-24T09:30:00+02:00;4206;1278;;1;103;772;0;88;1964;30.39;38.99;;;0.02;2.08;2.45;7.98;18.35;23.62;2.09;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;10:15;2019-10-24T10:15:00+02:00;4262;1303;;1;217;759;0;91;1891;30.57;39.75;;;0.02;2.08;5.09;16.82;17.81;23.23;2.14;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;12:30;2019-10-24T12:30:00+02:00;4355;1002;;0;468;589;0;90;2205;23.01;30.57;;;0.0;0.0;10.75;36.28;13.52;18.02;2.07;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;13:15;2019-10-24T13:15:00+02:00;4473;1076;;0;572;725;0;91;2009;24.06;32.82;;;0.0;0.0;12.79;44.34;16.21;22.18;2.03;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;13:30;2019-10-24T13:30:00+02:00;4480;1045;;0;643;734;0;88;1970;23.33;31.88;;;0.0;0.0;14.35;49.84;16.38;22.46;1.96;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;16:15;2019-10-24T16:15:00+02:00;4028;1252;;1;506;896;0;88;1285;31.08;38.19;;;0.02;2.08;12.56;39.22;22.24;27.42;2.18;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;17:45;2019-10-24T17:45:00+02:00;3960;1087;;2;149;961;0;89;1673;27.45;33.16;;;0.05;4.17;3.76;11.55;24.27;29.41;2.25;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;18:00;2019-10-24T18:00:00+02:00;3955;1118;;2;84;952;0;93;1706;28.27;34.11;;;0.05;4.17;2.12;6.51;24.07;29.13;2.35;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;20:45;2019-10-24T20:45:00+02:00;4201;973;;2;0;937;0;85;2192;23.16;29.68;;;0.05;4.17;0.0;0.0;22.3;28.67;2.02;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;21:30;2019-10-24T21:30:00+02:00;3939;1015;;5;0;950;0;85;1873;25.77;30.96;;;0.13;10.42;0.0;0.0;24.12;29.07;2.16;29.01;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;22:00;2019-10-24T22:00:00+02:00;3898;1011;;6;0;975;0;93;1801;25.94;30.84;;;0.15;12.5;0.0;0.0;25.01;29.83;2.39;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;22:15;2019-10-24T22:15:00+02:00;3893;1054;;8;0;1028;0;87;1705;27.07;32.15;;;0.21;16.67;0.0;0.0;26.41;31.46;2.23;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-24;23:30;2019-10-24T23:30:00+02:00;4422;1026;;7;0;1156;0;84;2137;23.2;31.3;;;0.16;14.58;0.0;0.0;26.14;35.37;1.9;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;00:00;2019-10-25T00:00:00+02:00;4114;995;;7;0;1049;0;87;1965;24.19;30.35;;;0.17;14.58;0.0;0.0;25.5;32.1;2.11;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;01:15;2019-10-25T01:15:00+02:00;3677;1044;;8;0;1059;0;91;1463;28.39;31.85;;;0.22;16.67;0.0;0.0;28.8;32.41;2.47;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;02:00;2019-10-25T02:00:00+02:00;3648;1004;;11;0;1066;0;92;1464;27.52;30.63;;;0.3;22.92;0.0;0.0;29.22;32.62;2.52;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;05:00;2019-10-25T05:00:00+02:00;3254;962;;11;0;1022;0;90;1156;29.56;29.35;;;0.34;22.92;0.0;0.0;31.41;31.27;2.77;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;06:00;2019-10-25T06:00:00+02:00;3453;1047;;16;0;1018;0;87;1273;30.32;31.94;;;0.46;33.33;0.0;0.0;29.48;31.15;2.52;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;07:00;2019-10-25T07:00:00+02:00;3810;1067;;15;0;1091;0;92;1534;28.01;32.55;;;0.39;31.25;0.0;0.0;28.64;33.38;2.41;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;08:45;2019-10-25T08:45:00+02:00;4137;1028;;9;35;1204;0;94;1767;24.85;31.36;;;0.22;18.75;0.85;2.71;29.1;36.84;2.27;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;09:45;2019-10-25T09:45:00+02:00;4293;1281;;14;169;1199;0;87;1542;29.84;39.08;;;0.33;29.17;3.94;13.1;27.93;36.69;2.03;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;10:45;2019-10-25T10:45:00+02:00;4363;1257;;21;442;1189;0;76;1378;28.81;38.35;;;0.48;43.75;10.13;34.26;27.25;36.38;1.74;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;11:30;2019-10-25T11:30:00+02:00;4332;998;;23;598;1223;0;81;1408;23.04;30.45;;;0.53;47.92;13.8;46.36;28.23;37.42;1.87;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;12:00;2019-10-25T12:00:00+02:00;4389;847;;24;673;1164;0;87;1595;19.3;25.84;;;0.55;50.0;15.33;52.17;26.52;35.62;1.98;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;12:45;2019-10-25T12:45:00+02:00;4293;895;;27;704;1139;0;89;1439;20.85;27.3;;;0.63;56.25;16.4;54.57;26.53;34.85;2.07;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;13:00;2019-10-25T13:00:00+02:00;4384;867;;26;739;1141;0;86;1524;19.78;26.45;;;0.59;54.17;16.86;57.29;26.03;34.91;1.96;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;13:15;2019-10-25T13:15:00+02:00;4407;903;;28;728;1159;0;86;1502;20.49;27.55;;;0.64;58.33;16.52;56.43;26.3;35.47;1.95;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;13:30;2019-10-25T13:30:00+02:00;4333;872;;25;764;1155;0;90;1428;20.12;26.6;;;0.58;52.08;17.63;59.22;26.66;35.34;2.08;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;13:45;2019-10-25T13:45:00+02:00;4324;829;;22;789;1148;0;95;1441;19.17;25.29;;;0.51;45.83;18.25;61.16;26.55;35.13;2.2;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;14:15;2019-10-25T14:15:00+02:00;4349;873;;23;761;1150;0;90;1453;20.07;26.63;;;0.53;47.92;17.5;58.99;26.44;35.19;2.07;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;15:30;2019-10-25T15:30:00+02:00;3994;798;;17;660;1119;0;91;1309;19.98;24.34;;;0.43;35.42;16.52;51.16;28.02;34.24;2.28;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;15:45;2019-10-25T15:45:00+02:00;3978;681;;18;630;1127;0;93;1428;17.12;20.77;;;0.45;37.5;15.84;48.84;28.33;34.49;2.34;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;17:00;2019-10-25T17:00:00+02:00;3844;705;;11;360;1178;0;90;1500;18.34;21.51;;;0.29;22.92;9.37;27.91;30.65;36.05;2.34;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;19:00;2019-10-25T19:00:00+02:00;4470;928;;5;19;1303;0;90;2124;20.76;28.31;;;0.11;10.42;0.43;1.47;29.15;39.87;2.01;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-25;21:45;2019-10-25T21:45:00+02:00;3871;657;;4;0;1169;0;94;1936;16.97;20.04;;;0.1;8.33;0.0;0.0;30.2;35.77;2.43;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;00:00;2019-10-26T00:00:00+02:00;4117;901;;2;0;1164;0;95;1944;21.88;27.49;;;0.05;4.17;0.0;0.0;28.27;35.62;2.31;32.42;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;03:45;2019-10-26T03:45:00+02:00;3290;142;;2;0;1036;0;96;2002;4.32;4.33;;;0.06;4.17;0.0;0.0;31.49;31.7;2.92;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;05:45;2019-10-26T05:45:00+02:00;3297;142;;3;0;1027;0;91;2022;4.31;4.33;;;0.09;6.25;0.0;0.0;31.15;31.43;2.76;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;06:15;2019-10-26T06:15:00+02:00;3330;142;;5;0;1029;0;93;2051;4.26;4.33;;;0.15;10.42;0.0;0.0;30.9;31.49;2.79;31.74;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;08:00;2019-10-26T08:00:00+02:00;3545;142;;3;13;1120;0;89;2178;4.01;4.33;;;0.08;6.25;0.37;1.01;31.59;34.27;2.51;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;08:15;2019-10-26T08:15:00+02:00;3628;142;;4;22;1107;0;89;2263;3.91;4.33;;;0.11;8.33;0.61;1.71;30.51;33.87;2.45;30.38;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;08:45;2019-10-26T08:45:00+02:00;3758;142;;2;61;1112;0;92;2349;3.78;4.33;;;0.05;4.17;1.62;4.73;29.59;34.03;2.45;31.4;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;09:15;2019-10-26T09:15:00+02:00;3836;142;;1;168;1176;0;90;2259;3.7;4.33;;;0.03;2.08;4.38;13.02;30.66;35.99;2.35;30.72;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;10:30;2019-10-26T10:30:00+02:00;4015;142;;1;509;1154;0;91;2118;3.54;4.33;;;0.02;2.08;12.68;39.46;28.74;35.31;2.27;31.06;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;10:45;2019-10-26T10:45:00+02:00;4030;142;;1;569;1084;0;87;2148;3.52;4.33;;;0.02;2.08;14.12;44.11;26.9;33.17;2.16;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;12:00;2019-10-26T12:00:00+02:00;4210;142;;1;759;1117;0;87;2104;3.37;4.33;;;0.02;2.08;18.03;58.84;26.53;34.18;2.07;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;16:00;2019-10-26T16:00:00+02:00;3781;168;;1;580;996;0;88;1948;4.44;5.13;;;0.03;2.08;15.34;44.96;26.34;30.48;2.33;30.03;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;17:15;2019-10-26T17:15:00+02:00;3719;361;;0;278;1020;0;79;1981;9.71;11.01;;;0.0;0.0;7.48;21.55;27.43;31.21;2.12;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;19:00;2019-10-26T19:00:00+02:00;4307;554;;1;19;1295;0;78;2361;12.86;16.9;;;0.02;2.08;0.44;1.47;30.07;39.63;1.81;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;19:45;2019-10-26T19:45:00+02:00;4306;529;;1;12;1227;0;78;2458;12.29;16.14;;;0.02;2.08;0.28;0.93;28.5;37.55;1.81;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;22:00;2019-10-26T22:00:00+02:00;3810;342;;1;0;1013;0;78;2364;8.98;10.43;;;0.03;2.08;0.0;0.0;26.59;31.0;2.05;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-26;22:30;2019-10-26T22:30:00+02:00;3820;512;;1;0;1065;0;79;2151;13.4;15.62;;;0.03;2.08;0.0;0.0;27.88;32.59;2.07;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;01:30;2019-10-27T01:30:00+02:00;3612;160;;0;0;869;0;80;2492;4.43;4.88;;;0.0;0.0;0.0;0.0;24.06;26.59;2.21;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;01:45;2019-10-27T01:45:00+02:00;3610;160;;0;0;873;0;80;2485;4.43;4.88;;;0.0;0.0;0.0;0.0;24.18;26.71;2.22;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;02:15;2019-10-27T02:15:00+01:00;3352;160;;0;0;861;0;79;2239;4.77;4.88;;;0.0;0.0;0.0;0.0;25.69;26.35;2.36;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;02:45;2019-10-27T02:45:00+01:00;3505;160;;1;0;842;0;82;2408;4.56;4.88;;;0.03;2.08;0.0;0.0;24.02;25.76;2.34;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;03:45;2019-10-27T03:45:00+01:00;3162;160;;1;0;851;0;83;2055;5.06;4.88;;;0.03;2.08;0.0;0.0;26.91;26.04;2.62;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;04:00;2019-10-27T04:00:00+01:00;3148;160;;1;0;854;0;83;2038;5.08;4.88;;;0.03;2.08;0.0;0.0;27.13;26.13;2.64;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;06:15;2019-10-27T06:15:00+01:00;3292;160;;0;0;845;0;81;2194;4.86;4.88;;;0.0;0.0;0.0;0.0;25.67;25.86;2.46;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;07:45;2019-10-27T07:45:00+01:00;3350;160;;0;56;849;0;78;2206;4.78;4.88;;;0.0;0.0;1.67;4.34;25.34;25.98;2.33;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-27;08:15;2019-10-27T08:15:00+01:00;3508;160;;2;168;888;0;82;2207;4.56;4.88;;;0.06;4.17;4.79;13.02;25.31;27.17;2.34;27.99;
